"1","-0.0025964276157399947","-0.023616441155214107","4","0","[1] Earth Shelter: cool roofs, sustainable energy, energy efficiency",
"10","0.009371568870494814","0.05056217895561736","-1","0","[10] Trombe Walls: cool roofs, evaporative and ventilation cooling, geothermal cooling",
"101","0.06139138103717909","0.1398722545640454","-1","0","[101] Misting Systems for Greenhouses: cool roofs, renewable energy, sustainable energy",
"106","-0.21611490155862711","-0.010713815855446115","-1","2","[106] District Cooling: air-conditioning cooling, evaporative and ventilation cooling, passive cooling",
"108","0.2268663174703697","0.009328263098436332","-1","0","[108] Passive Cooling: architectual, innovation and infrastructure, interdisciplinary cooperation",
"109","0.15184220043607427","0.023096497233018525","-1","0","[109] Ventilated Glass Facade Systems: innovating material, cool roofs, architectual",
"11","0.03622069153266321","0.10468566091850194","-1","0","[11] Earth Tubes: affordable and clean energy, eco-friendly, sustainable energy",
"110","0.02499028496570751","-0.008327618584502157","3","1","[110] Cool Pavements: reflection cooling, paving, cool roofs",
"111","0.09397617476501895","0.03616117338980795","-1","1","[111] Sponge Cities: paving, stormwater and rainwater, cool roofs",
"113","-0.2025201887108255","0.04058191990822799","2","1","[113] Using Propane as a refrigerant: climate change and issues, heat island, heat policy",
"114","-0.015852861825755314","-0.10520088905069386","-1","0","[114] Phase Change Materials (PCMs): evaporative and ventilation cooling, air-conditioning cooling, geothermal cooling",
"115","0.16068749702021273","-0.08355221889234309","-1","0","[115] Air Curtains: cool roofs, geothermal cooling, evaporative and ventilation cooling",
"116","0.03587460991500405","-0.19543162822080432","-1","1","[116] Deep Water Source Cooling: evaporative and ventilation cooling, air-conditioning cooling, geothermal cooling",
"117","-0.06764367246213876","-0.02503934589193993","3","1","[117] Using water/fountains to cope with heat waves in cities: elastocaloric cooling, heat policy, evaporative and ventilation cooling",
"118","0.05953458995319575","-0.08963920510704132","4","1","[118] Recruiting Chief Heat Officers: heat policy, heat resilience, heat health risks",
"119","-0.02177007313590382","0.06027791950532369","-1","1","[119] Stormwater Harvesting: stormwater and rainwater, drainage system, climate change and issues",
"12","-0.21914477661230244","0.13401569510000458","-1","0","[12] Marina One: sustainable, eco-friendly, sustainable energy",
"120","-0.17019922151008007","-0.06108131724253587","-1","1","[120] The Global Covenant of Mayors on Climate Action: heat policy, geothermal cooling, climate change and issues",
"122","0.0463179521024364","0.03326640453963496","-1","0","[122] Identifying and Securing Funding for Cooling Interventions: heat resilience, heat policy, heat health risks",
"123","-0.1390223491852283","-0.00011093391590678413","-1","1","[123] Race to Zero Global Campaign: climate change and issues, heat resilience, heat policy",
"124","0.012554065971875361","0.12135742507018311","-1","4","[124] Race to Resilience Campaign: heat resilience, sustainable, climate change and issues",
"125","-0.04122720683922895","-0.10492456266731662","3","1","[125] Extreme Heat Resilience Alliance (EHRA): heat resilience, heat health risks, heat policy",
"126","-0.15440521059006","-0.04314825871939049","-1","1","[126] Naming and Ranking Heat Waves: heat resilience, heat policy, heat health risks",
"127","-0.15440521059006","-0.04314825871939049","-1","1","[127] Investing in Capacity Building and Training: heat resilience, heat policy, heat health risks",
"129","-0.0667685655970025","-0.16100406245236026","-1","1","[129] Update collection and Analysis of Heat Health data: heat resilience, heat health risks, heat policy",
