10,-0.298353904,0.131277352,-1,0,"[10] Trombe Walls: cool roofs, evaporative and ventilation cooling, geothermal cooling"
106,-0.846987069,-0.067730698,-1,2,"[106] District Cooling: air-conditioning cooling, evaporative and ventilation cooling, passive cooling"
116,-0.458321154,0.558545462,-1,1,"[116] Deep Water Source Cooling: evaporative and ventilation cooling, air-conditioning cooling, geothermal cooling"
117,-0.477972544,-0.01872272,-1,1,"[117] Using water/fountains to cope with heat waves in cities: elastocaloric cooling, heat policy, evaporative and ventilation cooling"
119,0.073277569,-0.093282361,-1,1,"[119] Stormwater Harvesting: stormwater and rainwater, drainage system, climate change and issues"
123,-0.24823268,-0.437146235,-1,1,"[123] Race to Zero Global Campaign: climate change and issues, heat resilience, heat policy"
125,-0.021992721,-0.434353319,-1,1,"[125] Extreme Heat Resilience Alliance (EHRA): heat resilience, heat health risks, heat policy"
131,-0.598707367,-0.439933808,-1,1,"[131] Scale up Heat Mitigation and Resiliency Programs: heat resilience, heat policy, heat health risks"
135,-0.321440685,0.105560694,-1,1,"[135] Operate a Telephone Helpline during exterme heat: heat health risks, heat resilience, heat policy"
136,-0.197341214,-0.141498822,-1,0,"[136] Keep Electicity and Water Services on despite Non-Payment: heat policy, heat resilience, awarness and preparedness of heat"
138,0.720179264,-0.414665128,-1,1,"[138] Capacity Development of Local Self-Governments for Disaster Risk Management: disaster, climate change and issues, heat health risks"
147,0.140742955,0.35338808,-1,0,"[147] Indoor and Courtyard Pools at Pearl Academy: elastocaloric cooling, passive cooling, biomimicry cooling"
148,-0.213625439,-0.057186776,-1,1,"[148] Recycling Plastic into Shading and Insulation: geothermal cooling, climate change and issues, heat health risks"
15,0.106467839,0.170986002,-1,0,"[15] Variable Refrigerant Flow System: air-conditioning cooling, airflow, passive cooling"
156,-0.126602239,0.472735266,-1,0,"[156] Aquifer Thermal Energy Storage (ATES): biomimicry cooling, absorption cooling, geothermal cooling"
158,-0.376177712,-0.227120711,-1,1,"[158] Education and Awareness Campaigns: heat health risks, heat policy, heat resilience"
164,-0.251150299,-0.207722302,-1,1,"[164] Monitoring Street Level Heat: heat health risks, heat policy, heat resilience"
166,0.2659954,-0.038678671,-1,3,"[166] Creation of Grassroots Groups: heat policy, heat resilience, heat health risks"
172,1.018446043,0.551974177,-1,0,"[172] Tube with Salt River Tubing: salt water, drainage system, stormwater and rainwater"
173,0.806909003,0.078848239,-1,1,"[173] UV Smart Cool Playground Project: public transport, cool roofs, sustainable"
179,0.527306858,0.142005205,-1,0,"[179] Medieval Persia Cooling Method: cool roofs, renewable energy, airflow"
185,0.122872522,-0.175256927,-1,0,"[185] Home Energy Efficient Design (HEED): energy efficiency, affordable and clean energy, sustainable energy"
186,0.182160198,0.194141762,-1,0,"[186] Al Bahar Towers Responsive Facade: cool roofs, reflection cooling, architectual"
189,-0.162749773,0.1301544,-1,0,"[189] The COMOLEVI Forest Canopy: cool roofs, radiation cooling, biomimicry cooling"
190,-0.392060797,-0.188316759,-1,0,"[190] Triple solution: Natural Ventilation, Natural Cooling and Passive Cooling: sustainable energy, air-conditioning cooling, energy efficiency"
193,-0.818049656,0.093331969,-1,0,"[193] Isover Multi-Comfort House: passive cooling, biomimicry cooling, evaporative and ventilation cooling"
196,-0.290153281,0.52115185,-1,0,"[196] Underground Thermal Labyrinth: geothermal cooling, evaporative and ventilation cooling, passive cooling"
198,0.55122291,-0.324116575,-1,0,"[198] Net Zero Energy Building (NZEB): sustainable energy, innovation and infrastructure, sustainable"
2,-0.092677655,-0.154228828,-1,0,"[2] Green Roof: cool roofs, heat island, heat policy"
201,-0.269387271,0.175935226,-1,0,"[201] Thermal Mass: geothermal cooling, heat resilience, heat health risks"
202,0.318903279,0.222213414,-1,1,"[202] Mechanical or Forced Ventilation Driven by Fans: air quality, airflow, evaporative and ventilation cooling"
206,0.615244565,0.046467014,-1,0,"[206] Climate and Latitude-Specific Design: interdisciplinary cooperation, training, innovating material"
21,0.076084646,0.367044459,-1,2,"[21] SolabCool: awarness and preparedness of heat, elastocaloric cooling, geothermal cooling"
210,0.670798443,0.101670882,-1,0,"[210] Reducing Surface Water Run-Off: drainage system, stormwater and rainwater, paving"
212,-0.045185176,0.531610761,-1,0,"[212] Pumping Cold Water through the Walls: evaporative and ventilation cooling, air-conditioning cooling, airflow"
216,0.481225169,0.247223774,-1,0,"[216] Smart Matress Using Al: heat resilience, heat health risks, biomimicry cooling"
219,-0.039354368,-0.068864756,-1,0,"[219] The Climate Ribbon: cool roofs, heat resilience, elastocaloric cooling"
22,-0.094831141,0.59815703,-1,4,"[22] Solar Adsorption Cooling: geothermal cooling, elastocaloric cooling, absorption cooling"
223,-0.284137623,-0.102908198,-1,1,"[223] Multilayered Radiative Cooling Film: heat policy, heat health risks, heat resilience"
224,-0.26646893,0.364488402,-1,0,"[224] Bi-Layered, Aesthetic and Effective Film: elastocaloric cooling, air-conditioning cooling, reflection cooling"
233,-0.33004188,-0.008067194,-1,0,"[233] Cooling Strategies and NDC Targets: heat policy, climate change and issues, air-conditioning cooling"
238,0.12498779,-0.170585628,-1,4,"[238] Solar-Powered Cold Chains and Stations: sustainable energy, renewable energy, affordable and clean energy"
239,0.377296268,-0.322500661,-1,1,"[239] Digital Technologies: energy efficiency, sustainable energy, renewable energy"
240,-0.656141718,0.068886084,-1,0,"[240] Colourful Films for Windows: elastocaloric cooling, biomimicry cooling, radiation cooling"
242,-0.217542011,0.512006437,-1,0,"[242] Elastocaloric Cooling: elastocaloric cooling, geothermal cooling, heat resilience"
244,-0.57681794,0.092120321,-1,0,"[244] Roco-Portable and Personal Air Conditioning: air-conditioning cooling, elastocaloric cooling, energy efficiency"
245,0.106067516,0.543597861,-1,4,"[245] Isothermal Compression: awarness and preparedness of heat, geothermal cooling, evaporative and ventilation cooling"
247,0.09984223,-0.304054298,-1,1,"[247] Policy Efforts: heat island, heat policy, heat health risks"
25,-0.65441425,0.224527827,-1,4,"[25] Evaporative Cooling Tower: evaporative and ventilation cooling, air-conditioning cooling, biomimicry cooling"
38,0.569813295,-0.084180252,-1,1,"[38] Permeable Paving: paving, eco-friendly, drainage system"
40,0.798200586,0.304576136,-1,0,"[40] Flexi-Pave: paving, innovating material, drainage system"
45,-0.522074978,-0.123771926,-1,0,"[45] Berg Chilling Systems: geothermal cooling, air-conditioning cooling, heat policy"
5,-0.287369815,0.24236988,-1,0,"[5] White roofs: cool roofs, reflection cooling, evaporative and ventilation cooling"
54,0.721521197,0.203096841,-1,0,"[54] ZinCo's Green Roofs: cool roofs, sustainable energy, renewable energy"
59,-0.055873882,0.164542208,-1,0,"[59] Halton's Radiant Cooling Panels: reflection cooling, geothermal cooling, elastocaloric cooling"
63,0.276333661,-0.075419487,-1,0,"[63] Chimney Effect: renewable energy, sustainable energy, geothermal cooling"
8,-0.595596851,0.588432764,-1,0,"[8] Passive Chilled Beams: passive cooling, air-conditioning cooling, radiation cooling"
83,1.168726823,0.464384339,-1,2,"[83] Hauz-e-Shamsi: promotion, protection, disaster"
30,0.375488062,0.108065969,0,0,"[30] Hellisheidi GeoThermal Cooling System Plant: geothermal cooling, renewable energy, sustainable energy"
33,0.383890769,0.045301302,0,0,"[33] Lakeview GeoThermal Cooling System System: geothermal cooling, renewable energy, heat island"
124,0.554103487,-0.441819996,1,4,"[124] Race to Resilience Campaign: heat resilience, sustainable, climate change and issues"
7,0.596161707,-0.327135851,1,4,"[7] Paris Climate Plan: climate change and issues, sustainable energy, sustainable"
55,0.232769525,-0.446846951,2,1,"[55] The Heat Island Group's Green Roofs: climate change and issues, heat policy, sustainable"
64,0.232769525,-0.446846951,2,1,"[64] Roof Pond: climate change and issues, heat policy, sustainable"
66,0.232769525,-0.446846951,2,1,"[66] Moroccan Riads: climate change and issues, heat policy, sustainable"
67,0.232769525,-0.446846951,2,1,"[67] Iranian Windcatchers: climate change and issues, heat policy, sustainable"
96,0.232769525,-0.446846951,2,1,"[96] Solar Chimneys for Sustainable Cooling: climate change and issues, heat policy, sustainable"
171,0.124404671,0.232599132,3,1,"[171] Adopting Cooling Solutions: heat policy, heat resilience, heat health risks"
181,-0.070629147,0.255805763,3,0,"[181] Hanging Blackout Curtains: cool roofs, heat policy, radiation cooling"
231,0.341074074,-0.446103944,4,4,"[231] Envelopes: sustainable energy, energy efficiency, renewable energy"
248,0.373526744,-0.316198842,4,0,"[248] Circular Economy: sustainable energy, sustainable, eco-friendly"
6,0.310643878,-0.347113117,4,4,"[6] Masdar City: sustainable energy, renewable energy, affordable and clean energy"
195,0.59216304,-0.092261188,5,0,"[195] Flat-house: affordable and clean energy, sustainable energy, eco-friendly"
52,0.51642474,-0.016459389,5,0,"[52] Cellulose Insulation: sustainable energy, energy efficiency, ghg, co2, carbon emission"
